repository,scope,path,line,method,declaration
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceCadParseController.cs,225,POST,"[HttpPost(
        ""versions/{versionId:guid}/sources/{sourceId:guid}/"" +
        ""cad-parses/{jobId:guid}/review-workspace:apply"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceCadParseController.cs,248,POST,"[HttpPost(
        ""versions/{versionId:guid}/sources/{sourceId:guid}/"" +
        ""cad-parses/{jobId:guid}:cancel"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceCadParseController.cs,272,POST,"[HttpPost(
        ""versions/{versionId:guid}/sources/{sourceId:guid}/"" +
        ""cad-parses/{jobId:guid}:retry"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceCadProviderController.cs,47,GET,"[HttpGet(""cad-capability"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceCadProviderController.cs,60,PUT,"[HttpPut(""cad-provider-configuration"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignCodingController.cs,46,POST,"[HttpPost(
        ""versions/{versionId:guid}/floors/{floorLogicalId:guid}/location-codes:preview"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignCodingController.cs,62,POST,"[HttpPost(
        ""versions/{versionId:guid}/floors/{floorLogicalId:guid}/location-codes:apply"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,63,GET,"[HttpGet(""modeling-templates/excel/standard"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,88,GET,"[HttpGet(""sites/{siteId:guid}/model"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,96,GET,"[HttpGet(""sites/{siteId:guid}/published-scene"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,105,GET,"[HttpGet(""sites/{siteId:guid}/versions"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,121,POST,"[HttpPost(""sites/{siteId:guid}/versions"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,142,GET,"[HttpGet(""versions/{versionId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,150,GET,"[HttpGet(""versions/{versionId:guid}/floors"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,159,POST,"[HttpPost(""versions/{versionId:guid}/floors"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,187,GET,"[HttpGet(""versions/{versionId:guid}/floors/{floorLogicalId:guid}/scene"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,199,POST,"[HttpPost(
        ""versions/{versionId:guid}/floors/{floorLogicalId:guid}/commands"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,215,POST,"[HttpPost(
        ""versions/{versionId:guid}/floors/{floorLogicalId:guid}/layout-commands"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,231,GET,"[HttpGet(""assets"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,247,POST,"[HttpPost(""assets"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,269,GET,"[HttpGet(""versions/{versionId:guid}/sources"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,287,POST,"[HttpPost(""versions/{versionId:guid}/sources"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,312,GET,"[HttpGet(
        ""versions/{versionId:guid}/sources/{sourceId:guid}/removal-preview"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,326,POST,"[HttpPost(""versions/{versionId:guid}/sources/{sourceId:guid}:remove"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,350,POST,"[HttpPost(""versions/{versionId:guid}/underlay-sources"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,375,GET,"[HttpGet(""versions/{versionId:guid}/files/{fileId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,387,GET,"[HttpGet(""versions/{versionId:guid}/sources/{sourceId:guid}/content"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,417,GET,"[HttpGet(
        ""versions/{versionId:guid}/sources/{sourceId:guid}/underlay-calibration"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,433,POST,"[HttpPost(
        ""versions/{versionId:guid}/sources/{sourceId:guid}/underlay-calibration"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,458,PUT,"[HttpPut(
        ""versions/{versionId:guid}/floors/{floorLogicalId:guid}/underlay"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,483,POST,"[HttpPost(
        ""versions/{versionId:guid}/floors/{floorLogicalId:guid}/underlay:compensate"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,512,GET,"[HttpGet(""jobs/{jobId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,520,GET,"[HttpGet(""versions/{versionId:guid}/issues"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,538,POST,"[HttpPost(""versions/{versionId:guid}/wms-adoption/refresh"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,556,GET,"[HttpGet(""versions/{versionId:guid}/wms-adoption/locations"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,575,POST,"[HttpPost(
        ""versions/{versionId:guid}/wms-adoption/locations/{adoptionId:guid}/bind"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,591,POST,"[HttpPost(""versions/{versionId:guid}/wms-adoption/bindings:batch"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,604,POST,"[HttpPost(
        ""versions/{versionId:guid}/wms-adoption/locations/{adoptionId:guid}/place"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,620,POST,"[HttpPost(""templates"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,643,POST,"[HttpPost(""versions/{versionId:guid}/tenant-template-preview"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,658,POST,"[HttpPost(""versions/{versionId:guid}/tenant-templates"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,683,GET,"[HttpGet(""templates"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,693,POST,"[HttpPost(""templates/{templateId:guid}/instantiate"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDesignV1Controller.cs,707,POST,"[HttpPost(
        ""versions/{versionId:guid}/floors/{floorLogicalId:guid}/templates/{templateId:guid}:apply"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDeviceEventsController.cs,47,GET,"[HttpGet(""device-mappings"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDeviceEventsController.cs,63,POST,"[HttpPost(""device-mappings"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDeviceEventsController.cs,86,PUT,"[HttpPut(""device-mappings/{mappingId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDeviceEventsController.cs,106,POST,"[HttpPost(""device-events"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDeviceRuntimeController.cs,45,GET,"[HttpGet(""devices"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDispatchApprovalController.cs,48,PUT,"[HttpPut(""{approvalRequestId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDispatchApprovalController.cs,74,GET,"[HttpGet(""{approvalRequestId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDispatchApprovalController.cs,99,POST,"[HttpPost(""{approvalRequestId:guid}/cancel"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDispatchApprovalController.cs,125,GET,"[HttpGet(""{approvalRequestId:guid}/execution"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDispatchApprovalController.cs,150,GET,"[HttpGet(""{approvalRequestId:guid}/evaluation"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDispatchApprovalController.cs,175,PUT,"[HttpPut(""{approvalRequestId:guid}/retry-requests/{actionId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDispatchApprovalController.cs,203,PUT,"[HttpPut(""{approvalRequestId:guid}/compensation-requests/{actionId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDispatchRecommendationController.cs,50,PUT,"[HttpPut(""{recommendationId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceDispatchRecommendationController.cs,74,GET,"[HttpGet(""{recommendationId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceEditLeaseController.cs,47,GET,"[HttpGet(""lease"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceEditLeaseController.cs,56,POST,"[HttpPost(""lease"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceEditLeaseController.cs,66,POST,"[HttpPost(""lease/{leaseId:guid}:renew"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceEditLeaseController.cs,82,POST,"[HttpPost(""lease/{leaseId:guid}:release"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceEditLeaseController.cs,98,POST,"[HttpPost(""lease:takeover"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExcelCadMatchController.cs,52,POST,"[HttpPost(""versions/{versionId:guid}/excel-cad-matches"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExcelCadMatchController.cs,78,GET,"[HttpGet(""versions/{versionId:guid}/excel-cad-matches/{jobId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExcelCadMatchController.cs,108,POST,"[HttpPost(
        ""versions/{versionId:guid}/excel-cad-matches/{matchJobId:guid}/confirmations"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExcelCadMatchController.cs,137,GET,"[HttpGet(
        ""versions/{versionId:guid}/excel-cad-matches/{matchJobId:guid}/"" +
        ""confirmations/{applyJobId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExcelCadMatchController.cs,159,POST,"[HttpPost(
        ""versions/{versionId:guid}/excel-cad-matches/{matchJobId:guid}/"" +
        ""confirmations/{applyJobId:guid}:compensate"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExcelMappingController.cs,47,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExcelMappingController.cs,55,GET,"[HttpGet(""{profileId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExcelMappingController.cs,64,POST,"[HttpPost(""preview"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExcelMappingController.cs,71,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExcelPreflightController.cs,56,POST,"[HttpPost(""versions/{versionId:guid}/excel-sources"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExcelPreflightController.cs,83,POST,"[HttpPost(
        ""versions/{versionId:guid}/sources/{sourceId:guid}/excel-preflights"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExcelPreflightController.cs,112,GET,"[HttpGet(
        ""versions/{versionId:guid}/sources/{sourceId:guid}/"" +
        ""excel-preflights/{jobId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExcelPreflightController.cs,130,GET,"[HttpGet(
        ""versions/{versionId:guid}/sources/{sourceId:guid}/"" +
        ""excel-preflights/{jobId:guid}/report"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExternalOrganizationController.cs,48,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExternalOrganizationController.cs,61,GET,"[HttpGet(""{organizationId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExternalOrganizationController.cs,73,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExternalOrganizationController.cs,97,PUT,"[HttpPut(""{organizationId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExternalOrganizationController.cs,118,GET,"[HttpGet(""{organizationId:guid}/membership"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExternalOrganizationController.cs,134,POST,"[HttpPost(""{organizationId:guid}/membership"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExternalOrganizationController.cs,158,PUT,"[HttpPut(""{organizationId:guid}/membership/{membershipId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExternalOrganizationController.cs,181,GET,"[HttpGet(""{organizationId:guid}/grant"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExternalOrganizationController.cs,197,GET,"[HttpGet(""{organizationId:guid}/grant/{grantId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExternalOrganizationController.cs,213,POST,"[HttpPost(""{organizationId:guid}/grant"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExternalOrganizationController.cs,244,PUT,"[HttpPut(""{organizationId:guid}/grant/{grantId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExternalPortalController.cs,54,GET,"[HttpGet(""organizations"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExternalPortalController.cs,65,GET,"[HttpGet(""sites"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExternalPortalController.cs,76,GET,"[HttpGet(""sites/{siteId:guid}/published-scene"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExternalPortalController.cs,90,GET,"[HttpGet(""sites/{siteId:guid}/stock"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceExternalPortalController.cs,103,GET,"[HttpGet(""sites/{siteId:guid}/tasks"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceFieldPolicyController.cs,47,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceFieldPolicyController.cs,57,GET,"[HttpGet(""{policyId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceFieldPolicyController.cs,65,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceFieldPolicyController.cs,83,PUT,"[HttpPut(""{policyId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceLocateController.cs,24,GET,"[HttpGet(""location/locate"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceLocateController.cs,33,GET,"[HttpGet(""location/search"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceLocateController.cs,38,GET,"[HttpGet(""location/{id:guid}/detail"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceMasterController.cs,29,GET,"[HttpGet(""site"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceMasterController.cs,32,POST,"[HttpPost(""site"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceMasterController.cs,39,PUT,"[HttpPut(""site/{id:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceMasterController.cs,46,DELETE,"[HttpDelete(""site/{id:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceMasterController.cs,55,GET,"[HttpGet(""floor"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceMasterController.cs,59,POST,"[HttpPost(""floor"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceMasterController.cs,66,PUT,"[HttpPut(""floor/{id:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceMasterController.cs,73,DELETE,"[HttpDelete(""floor/{id:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceMasterController.cs,82,GET,"[HttpGet(""zone"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceMasterController.cs,86,POST,"[HttpPost(""zone"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceMasterController.cs,93,PUT,"[HttpPut(""zone/{id:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceMasterController.cs,100,DELETE,"[HttpDelete(""zone/{id:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceMasterController.cs,109,GET,"[HttpGet(""aisle"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceMasterController.cs,113,POST,"[HttpPost(""aisle"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceMasterController.cs,120,PUT,"[HttpPut(""aisle/{id:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceMasterController.cs,127,DELETE,"[HttpDelete(""aisle/{id:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceMasterController.cs,136,GET,"[HttpGet(""rack"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceMasterController.cs,140,POST,"[HttpPost(""rack"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceMasterController.cs,147,PUT,"[HttpPut(""rack/{id:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceMasterController.cs,154,DELETE,"[HttpDelete(""rack/{id:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceMasterController.cs,163,GET,"[HttpGet(""floor/{id:guid}/scene"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceMasterController.cs,167,GET,"[HttpGet(""location/unplaced"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceMasterController.cs,171,GET,"[HttpGet(""location"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceOperationsDiagnosticController.cs,46,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePersonnelEventsController.cs,47,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePersonnelRuntimeController.cs,47,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePersonnelRuntimeController.cs,67,GET,"[HttpGet(""trajectory"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePlanningComparisonController.cs,46,PUT,"[HttpPut(""{comparisonId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePlanningComparisonController.cs,61,GET,"[HttpGet(""{comparisonId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePlanningComparisonController.cs,70,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePlanningComparisonController.cs,80,PUT,"[HttpPut(""{comparisonId:guid}/decisions/{decisionId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePlanningComparisonController.cs,97,GET,"[HttpGet(""{comparisonId:guid}/decisions/{decisionId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePlanningComparisonController.cs,111,GET,"[HttpGet(""{comparisonId:guid}/decisions"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePlanningDatasetController.cs,48,PUT,"[HttpPut(""{datasetId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePlanningDatasetController.cs,66,GET,"[HttpGet(""{datasetId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePlanningDatasetController.cs,81,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePlanningExchangeController.cs,47,GET,"[HttpGet(""gltf"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePlanningScenarioController.cs,46,PUT,"[HttpPut(""{branchId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePlanningScenarioController.cs,61,GET,"[HttpGet(""{branchId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePlanningScenarioController.cs,71,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePlanningSimulationController.cs,48,PUT,"[HttpPut(""{runId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePlanningSimulationController.cs,65,GET,"[HttpGet(""{runId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePlanningSimulationController.cs,80,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePublishActivityController.cs,46,GET,"[HttpGet(""sites/{siteId:guid}/publish-attempts"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePublishController.cs,47,POST,"[HttpPost(""versions/{historicalVersionId:guid}/republish"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePublishController.cs,78,GET,"[HttpGet(""republishes/{republishId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePublishController.cs,93,POST,"[HttpPost(""versions/{versionId:guid}/publish-attempts"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePublishController.cs,124,GET,"[HttpGet(""publish-attempts/{attemptId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePublishController.cs,139,POST,"[HttpPost(""publish-attempts/{attemptId:guid}/retry"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePublishPreviewController.cs,46,GET,"[HttpGet(""versions/{versionId:guid}/publish-preview"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePutawayRecommendationController.cs,50,PUT,"[HttpPut(""{recommendationId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpacePutawayRecommendationController.cs,74,GET,"[HttpGet(""{recommendationId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceRackGenerationProfileController.cs,47,GET,"[HttpGet(""rack-generation-profiles"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceRackGenerationProfileController.cs,64,GET,"[HttpGet(""rack-generation-profile-versions/{versionId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceRackGenerationProfileController.cs,80,POST,"[HttpPost(""rack-generation-profiles"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceStockController.cs,21,GET,"[HttpGet(""floor/{floorId:guid}/stock"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceStockController.cs,34,GET,"[HttpGet(""floor/{floorId:guid}/stock/delta"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceStockController.cs,56,GET,"[HttpGet(""stock/locate"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceValidationController.cs,46,POST,"[HttpPost(""versions/{versionId:guid}/validations"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceValidationController.cs,71,GET,"[HttpGet(""validations/{validationId:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceWmsRuntimeController.cs,53,GET,"[HttpGet(""inventory"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceWmsRuntimeController.cs,70,GET,"[HttpGet(""inventory/locate"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceWmsRuntimeController.cs,93,GET,"[HttpGet(""overview"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceWmsRuntimeController.cs,109,GET,"[HttpGet(""tasks"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/SpaceWmsRuntimeController.cs,126,GET,"[HttpGet(""tasks/path"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/TemplateController.cs,28,GET,"[HttpGet(""template"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/TemplateController.cs,32,POST,"[HttpPost(""template"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/TemplateController.cs,40,PUT,"[HttpPut(""template/{id:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/TemplateController.cs,48,DELETE,"[HttpDelete(""template/{id:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Space/TemplateController.cs,56,POST,"[HttpPost(""template/{id:guid}/clone"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/AuthController.cs,75,POST,"[HttpPost(""login"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/AuthController.cs,227,GET,"[HttpGet(""sso/authorize"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/AuthController.cs,246,GET,"[HttpGet(""sso/callback"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/AuthController.cs,277,GET,"[HttpGet(""profile"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/AuthController.cs,348,POST,"[HttpPost(""2fa/setup"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/AuthController.cs,361,POST,"[HttpPost(""2fa/enroll"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/AuthController.cs,376,POST,"[HttpPost(""2fa/verify"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/AuthController.cs,405,POST,"[HttpPost(""2fa/email-otp"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/AuthController.cs,419,GET,"[HttpGet(""2fa/status"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/AuthController.cs,430,POST,"[HttpPost(""2fa/setup-self"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/AuthController.cs,445,POST,"[HttpPost(""2fa/enroll-self"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/AuthController.cs,458,POST,"[HttpPost(""2fa/disable-self"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/AuthController.cs,482,POST,"[HttpPost(""2fa/email-otp-self"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/AuthController.cs,497,POST,"[HttpPost(""change-password"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/AuthController.cs,540,POST,"[HttpPost(""refresh"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/AuthController.cs,573,POST,"[HttpPost(""logout"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/CrmOidcController.cs,24,GET,"[HttpGet(""/.well-known/openid-configuration"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/CrmOidcController.cs,42,GET,"[HttpGet(""/.well-known/jwks.json"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/CrmOidcController.cs,55,GET,"[HttpGet(""/connect/organizations/{slug}"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/CrmOidcController.cs,63,GET,"[HttpGet(""/connect/authorize"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/CrmOidcController.cs,64,GET,"[HttpGet(""/api/auth/crm-authorize"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/CrmOidcController.cs,122,POST,"[HttpPost(""/connect/token"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/CrmOidcController.cs,207,POST,"[HttpPost(""/connect/service-revocations"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/CrmOidcController.cs,224,GET,"[HttpGet(""/connect/userinfo"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/CrmOidcController.cs,235,GET,"[HttpGet(""/connect/crm-context"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/CrmOidcController.cs,243,POST,"[HttpPost(""/connect/end-session"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/CrmOidcController.cs,279,GET,"[HttpGet(""/api/auth/crm-logout"")]"
