repository,scope,path,line,method,declaration
core,application_or_library,CP6.WebApi/Controllers/Sys/CrmOidcController.cs,291,GET,"[HttpGet(""/api/auth/crm-logout-complete"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/DashboardController.cs,34,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Sys/DeptController.cs,22,GET,"[HttpGet(""tree"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/DeptController.cs,25,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Sys/DeptController.cs,33,PUT,"[HttpPut(""{id}"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/DeptController.cs,41,DELETE,"[HttpDelete(""{id}"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/DeptController.cs,49,POST,"[HttpPost(""{id}/move"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/DeptController.cs,57,PUT,"[HttpPut(""{id}/leader"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/DictController.cs,27,GET,"[HttpGet(""types"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/DictController.cs,44,POST,"[HttpPost(""types"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/DictController.cs,57,PUT,"[HttpPut(""types"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/DictController.cs,73,DELETE,"[HttpDelete(""types"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/DictController.cs,96,GET,"[HttpGet(""data"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/DictController.cs,113,POST,"[HttpPost(""data"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/DictController.cs,127,PUT,"[HttpPut(""data"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/DictController.cs,146,DELETE,"[HttpDelete(""data"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/DictController.cs,173,GET,"[HttpGet(""options/{typeCode}"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/FieldAuditController.cs,24,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Sys/FieldAuditController.cs,76,GET,"[HttpGet(""record"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/LangController.cs,41,GET,"[HttpGet(""{langCode}"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/LangController.cs,83,GET,"[HttpGet(""{lang}/ns/{ns}"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/LangController.cs,102,GET,"[HttpGet(""manifest"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/LangController.cs,112,GET,"[HttpGet(""published/{version}/{lang}"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/LangController.cs,123,POST,"[HttpPost(""publish"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/LangController.cs,133,POST,"[HttpPost(""publish/rollback"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/LangController.cs,147,POST,"[HttpPost(""review"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/LangController.cs,171,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Sys/LangController.cs,191,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Sys/LangController.cs,214,PUT,[HttpPut]
core,application_or_library,CP6.WebApi/Controllers/Sys/LangController.cs,241,DELETE,[HttpDelete]
core,application_or_library,CP6.WebApi/Controllers/Sys/MenuController.cs,25,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Sys/MenuController.cs,34,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Sys/MenuController.cs,44,PUT,[HttpPut]
core,application_or_library,CP6.WebApi/Controllers/Sys/MenuController.cs,69,PUT,"[HttpPut(""tree"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/MenuController.cs,127,DELETE,[HttpDelete]
core,application_or_library,CP6.WebApi/Controllers/Sys/OperLogController.cs,21,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Sys/OperLogController.cs,44,DELETE,[HttpDelete]
core,application_or_library,CP6.WebApi/Controllers/Sys/RoleController.cs,22,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Sys/RoleController.cs,43,GET,"[HttpGet(""all"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/RoleController.cs,54,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Sys/RoleController.cs,67,PUT,[HttpPut]
core,application_or_library,CP6.WebApi/Controllers/Sys/RoleController.cs,87,DELETE,[HttpDelete]
core,application_or_library,CP6.WebApi/Controllers/Sys/RoleController.cs,104,GET,"[HttpGet(""{roleId}/menus"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/RoleController.cs,118,POST,"[HttpPost(""{roleId}/menus"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/RolePermController.cs,23,GET,"[HttpGet(""menu-action/{menuId:int}"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/RolePermController.cs,28,GET,"[HttpGet(""menu-action/all"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/RolePermController.cs,33,PUT,"[HttpPut(""menu-action/{menuId:int}"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/RolePermController.cs,42,GET,"[HttpGet(""my-actions"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/RolePermController.cs,46,GET,"[HttpGet(""{roleId:int}"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/RolePermController.cs,51,PUT,"[HttpPut(""{roleId:int}"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/RolePermController.cs,62,GET,"[HttpGet(""data-scope/resources"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/RolePermController.cs,66,GET,"[HttpGet(""data-scope/{roleId:int}"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/RolePermController.cs,71,PUT,"[HttpPut(""data-scope/{roleId:int}"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/RolePermController.cs,82,GET,"[HttpGet(""field-perm/resources"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/RolePermController.cs,86,GET,"[HttpGet(""field-perm/{roleId:int}"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/RolePermController.cs,91,PUT,"[HttpPut(""field-perm/{roleId:int}"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/RolePermController.cs,100,GET,"[HttpGet(""my-readonly/{resourceKey}"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/SecurityLogController.cs,22,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Sys/SsoConfigController.cs,32,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Sys/SsoConfigController.cs,52,PUT,[HttpPut]
core,application_or_library,CP6.WebApi/Controllers/Sys/TwoFactorPolicyController.cs,30,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Sys/TwoFactorPolicyController.cs,41,PUT,[HttpPut]
core,application_or_library,CP6.WebApi/Controllers/Sys/UserController.cs,30,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Sys/UserController.cs,61,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Sys/UserController.cs,78,PUT,[HttpPut]
core,application_or_library,CP6.WebApi/Controllers/Sys/UserController.cs,111,POST,"[HttpPost(""reset-2fa"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/UserController.cs,122,DELETE,[HttpDelete]
core,application_or_library,CP6.WebApi/Controllers/Sys/UserRoleController.cs,23,GET,"[HttpGet(""{userId}"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/UserRoleController.cs,27,PUT,"[HttpPut(""{userId}"")]"
core,application_or_library,CP6.WebApi/Controllers/Sys/UserRoleController.cs,36,POST,"[HttpPost(""migrate"")]"
core,application_or_library,CP6.WebApi/Controllers/Wf/AdvancedFlowController.cs,31,POST,"[HttpPost(""sendback"")]"
core,application_or_library,CP6.WebApi/Controllers/Wf/AdvancedFlowController.cs,45,POST,"[HttpPost(""addsign"")]"
core,application_or_library,CP6.WebApi/Controllers/Wf/AdvancedFlowController.cs,59,POST,"[HttpPost(""delegate"")]"
core,application_or_library,CP6.WebApi/Controllers/Wf/ApprovalController.cs,42,POST,"[HttpPost(""submit"")]"
core,application_or_library,CP6.WebApi/Controllers/Wf/ApprovalController.cs,52,GET,"[HttpGet(""status"")]"
core,application_or_library,CP6.WebApi/Controllers/Wf/FlowController.cs,42,POST,"[HttpPost(""flow/def"")]"
core,application_or_library,CP6.WebApi/Controllers/Wf/FlowController.cs,54,GET,"[HttpGet(""flow/def/{flowKey}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wf/FlowController.cs,63,POST,"[HttpPost(""flow/submit"")]"
core,application_or_library,CP6.WebApi/Controllers/Wf/FlowController.cs,72,POST,"[HttpPost(""task/{id}/act"")]"
core,application_or_library,CP6.WebApi/Controllers/Wf/FlowController.cs,83,GET,"[HttpGet(""flow/instance/{id}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wf/FormController.cs,22,POST,"[HttpPost(""form/def"")]"
core,application_or_library,CP6.WebApi/Controllers/Wf/FormController.cs,34,GET,"[HttpGet(""form/def/{formKey}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wf/FormController.cs,41,POST,"[HttpPost(""form/data"")]"
core,application_or_library,CP6.WebApi/Controllers/Wf/TaskController.cs,28,GET,"[HttpGet(""my-todos"")]"
core,application_or_library,CP6.WebApi/Controllers/Wf/TaskController.cs,31,GET,"[HttpGet(""my-applications"")]"
core,application_or_library,CP6.WebApi/Controllers/Wf/TaskController.cs,34,POST,"[HttpPost(""flow/{id}/withdraw"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/BarcodeAliasesController.cs,16,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/BarcodeAliasesController.cs,26,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Wms/BarcodeAliasesController.cs,43,POST,"[HttpPost(""import"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/BarcodeProfilesController.cs,16,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/BarcodeProfilesController.cs,21,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Wms/BarcodeProfilesController.cs,41,POST,"[HttpPost(""parse"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/CarrierController.cs,18,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/CarrierController.cs,22,GET,"[HttpGet(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/CarrierController.cs,30,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Wms/CarrierController.cs,42,POST,"[HttpPost(""{no}/event"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/CarrierController.cs,50,POST,"[HttpPost(""{no}/pickup"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/CarrierController.cs,58,POST,"[HttpPost(""{no}/in-transit"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/CarrierController.cs,66,POST,"[HttpPost(""{no}/delivered"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/CarrierController.cs,74,POST,"[HttpPost(""{no}/fail"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/ClientDeviceAdminController.cs,29,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/ClientDeviceAdminController.cs,41,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Wms/ClientDeviceAdminController.cs,58,PATCH,"[HttpPatch(""{deviceId}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/ClientDeviceAdminController.cs,80,POST,"[HttpPost(""quick-pin"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/CrossDockController.cs,18,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/CrossDockController.cs,22,GET,"[HttpGet(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/CrossDockController.cs,30,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Wms/CrossDockController.cs,42,POST,"[HttpPost(""{no}/execute"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/CrossDockController.cs,51,POST,"[HttpPost(""{no}/cancel"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/ExpiryController.cs,20,GET,"[HttpGet(""expiring"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/ExpiryController.cs,28,POST,"[HttpPost(""dispose"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/InboundOrderController.cs,21,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/InboundOrderController.cs,28,GET,"[HttpGet(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/InboundOrderController.cs,36,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Wms/InboundOrderController.cs,48,PUT,"[HttpPut(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/InboundOrderController.cs,60,DELETE,"[HttpDelete(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/InboundOrderController.cs,72,POST,"[HttpPost(""{no}/confirm"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/InboundOrderController.cs,84,POST,"[HttpPost(""{no}/cancel"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/InboundReceiptController.cs,21,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/InboundReceiptController.cs,28,GET,"[HttpGet(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/InboundReceiptController.cs,37,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Wms/InkController.cs,18,GET,"[HttpGet(""lots"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/InkController.cs,22,GET,"[HttpGet(""lots/{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/InkController.cs,30,POST,"[HttpPost(""lots"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/InkController.cs,42,POST,"[HttpPost(""lots/{no}/open"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/InkController.cs,50,POST,"[HttpPost(""lots/mix"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/InkController.cs,62,GET,"[HttpGet(""matches"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/InkController.cs,66,POST,"[HttpPost(""matches"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/IotMonitorController.cs,19,GET,"[HttpGet(""sensors"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/IotMonitorController.cs,23,GET,"[HttpGet(""sensors/{id}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/IotMonitorController.cs,31,POST,"[HttpPost(""sensors"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/IotMonitorController.cs,43,PUT,"[HttpPut(""sensors/{id}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/IotMonitorController.cs,51,DELETE,"[HttpDelete(""sensors/{id}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/IotMonitorController.cs,60,GET,"[HttpGet(""sensors/{id}/readings"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/IotMonitorController.cs,64,POST,"[HttpPost(""sensors/{id}/readings"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/IotMonitorController.cs,73,POST,"[HttpPost(""simulate"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/IotMonitorController.cs,81,GET,"[HttpGet(""alerts"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/KittingController.cs,20,GET,"[HttpGet(""masters"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/KittingController.cs,24,GET,"[HttpGet(""masters/{kitSku}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/KittingController.cs,32,POST,"[HttpPost(""masters"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/KittingController.cs,40,PUT,"[HttpPut(""masters/{kitSku}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/KittingController.cs,48,DELETE,"[HttpDelete(""masters/{kitSku}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/KittingController.cs,57,GET,"[HttpGet(""orders"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/KittingController.cs,61,GET,"[HttpGet(""orders/{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/KittingController.cs,69,POST,"[HttpPost(""orders"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/KittingController.cs,81,POST,"[HttpPost(""orders/{no}/execute"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/KittingController.cs,90,POST,"[HttpPost(""orders/{no}/cancel"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/LabelJobsController.cs,16,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/LabelJobsController.cs,26,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Wms/LabelJobsController.cs,32,POST,"[HttpPost(""{jobNo}/claim"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/LabelJobsController.cs,38,POST,"[HttpPost(""{jobNo}/complete"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/LabelJobsController.cs,45,POST,"[HttpPost(""{jobNo}/fail"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/LabelJobsController.cs,52,GET,"[HttpGet(""templates"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/LabelJobsController.cs,57,POST,"[HttpPost(""templates"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/LotTraceController.cs,20,GET,"[HttpGet(""forward"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/LotTraceController.cs,30,GET,"[HttpGet(""backward"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/LotTraceController.cs,40,GET,"[HttpGet(""summary"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/LotTraceController.cs,49,POST,"[HttpPost(""recall"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/LpnsController.cs,16,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/LpnsController.cs,28,GET,"[HttpGet(""{lpnNo}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/LpnsController.cs,38,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Wms/LpnsController.cs,44,POST,"[HttpPost(""{lpnNo}/pack"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/LpnsController.cs,50,POST,"[HttpPost(""{lpnNo}/unpack"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/LpnsController.cs,56,POST,"[HttpPost(""{lpnNo}/move"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/LpnsController.cs,62,POST,"[HttpPost(""{lpnNo}/split"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/LpnsController.cs,68,POST,"[HttpPost(""{lpnNo}/merge"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/LpnsController.cs,74,POST,"[HttpPost(""policies"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MaterialShortageController.cs,19,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/MaterialShortageController.cs,34,POST,"[HttpPost(""{id:guid}/resolve"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MaterialShortageController.cs,53,POST,"[HttpPost(""{id:guid}/dismiss"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileController.cs,19,GET,"[HttpGet(""task"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileController.cs,26,GET,"[HttpGet(""task/{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileController.cs,34,POST,"[HttpPost(""task"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileController.cs,46,POST,"[HttpPost(""task/{no}/start"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileController.cs,55,POST,"[HttpPost(""scan"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileController.cs,61,POST,"[HttpPost(""task/{no}/done"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileController.cs,74,POST,"[HttpPost(""task/{no}/cancel"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileTasksV1Controller.cs,19,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileTasksV1Controller.cs,27,GET,"[HttpGet(""{taskNo}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileTasksV1Controller.cs,38,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileTasksV1Controller.cs,53,POST,"[HttpPost(""{taskNo}/assign"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileTasksV1Controller.cs,61,POST,"[HttpPost(""{taskNo}/claim"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileTasksV1Controller.cs,69,POST,"[HttpPost(""{taskNo}/start"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileTasksV1Controller.cs,77,POST,"[HttpPost(""{taskNo}/scan"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileTasksV1Controller.cs,90,POST,"[HttpPost(""{taskNo}/complete"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileTasksV1Controller.cs,98,POST,"[HttpPost(""{taskNo}/cancel"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileTasksV2Controller.cs,19,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileTasksV2Controller.cs,26,GET,"[HttpGet(""{taskNo}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileTasksV2Controller.cs,38,GET,"[HttpGet(""{taskNo}/events"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileTasksV2Controller.cs,45,GET,"[HttpGet(""{taskNo}/scan-profile"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileTasksV2Controller.cs,52,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileTasksV2Controller.cs,69,POST,"[HttpPost(""{taskNo}/assign"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileTasksV2Controller.cs,75,POST,"[HttpPost(""{taskNo}/claim"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileTasksV2Controller.cs,81,POST,"[HttpPost(""{taskNo}/start"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileTasksV2Controller.cs,87,POST,"[HttpPost(""{taskNo}/pause"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileTasksV2Controller.cs,93,POST,"[HttpPost(""{taskNo}/release"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileTasksV2Controller.cs,99,POST,"[HttpPost(""{taskNo}/takeover"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileTasksV2Controller.cs,105,POST,"[HttpPost(""{taskNo}/exception"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileTasksV2Controller.cs,111,POST,"[HttpPost(""{taskNo}/resolve-exception"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileTasksV2Controller.cs,117,POST,"[HttpPost(""{taskNo}/scan"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileTasksV2Controller.cs,129,POST,"[HttpPost(""{taskNo}/complete"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/MobileTasksV2Controller.cs,135,POST,"[HttpPost(""{taskNo}/cancel"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/OutboundOrderController.cs,21,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/OutboundOrderController.cs,28,GET,"[HttpGet(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/OutboundOrderController.cs,36,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Wms/OutboundOrderController.cs,48,PUT,"[HttpPut(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/OutboundOrderController.cs,60,DELETE,"[HttpDelete(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/OutboundOrderController.cs,72,POST,"[HttpPost(""{no}/confirm"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/OutboundOrderController.cs,84,POST,"[HttpPost(""{no}/cancel"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/OutboundOrderController.cs,97,POST,"[HttpPost(""{no}/allocate"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/OutboundOrderController.cs,111,POST,"[HttpPost(""{no}/start-picking"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/OutboundOrderController.cs,124,POST,"[HttpPost(""{no}/ship"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/OutboundOrderController.cs,140,POST,"[HttpPost(""from-work-order/{workOrderNo}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/OutboundOrderController.cs,153,POST,"[HttpPost(""from-order/{webOrderNo}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/OutboundRoutingController.cs,24,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/OutboundRoutingController.cs,29,GET,"[HttpGet(""preview"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/OutboundRoutingController.cs,43,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Wms/OutboundRoutingController.cs,59,PUT,"[HttpPut(""{id:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/OutboundRoutingController.cs,75,DELETE,"[HttpDelete(""{id:guid}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/PalletController.cs,18,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/PalletController.cs,22,GET,"[HttpGet(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/PalletController.cs,30,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Wms/PalletController.cs,42,PUT,"[HttpPut(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/PalletController.cs,50,POST,"[HttpPost(""{no}/complete-building"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/PalletController.cs,58,POST,"[HttpPost(""{no}/move-to-shipping"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/PalletController.cs,66,POST,"[HttpPost(""{no}/mark-shipped"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/PalletController.cs,74,DELETE,"[HttpDelete(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/PaperRollController.cs,18,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/PaperRollController.cs,22,GET,"[HttpGet(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/PaperRollController.cs,30,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Wms/PaperRollController.cs,42,POST,"[HttpPost(""{no}/consume"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/PaperRollController.cs,54,GET,"[HttpGet(""match"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/PaperRollController.cs,62,POST,"[HttpPost(""slit"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/PaperRollController.cs,74,POST,"[HttpPost(""{no}/dispose"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/PlateMoldController.cs,21,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/PlateMoldController.cs,25,GET,"[HttpGet(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/PlateMoldController.cs,33,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Wms/PlateMoldController.cs,45,PUT,"[HttpPut(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/PlateMoldController.cs,53,POST,"[HttpPost(""{no}/use"")]"
