path,line,code
cp6.web/src/api/wms/paperIndustry2.ts,101,"return http.delete<any, WmsApi<void>>(`/wms/sample-stock/${encodeURIComponent(no)}`)"
cp6.web/src/api/wms/production.ts,260,"return http.get<any, TaskAnalytics>('/v2/wms/task-analytics', { params })"
cp6.web/src/api/wms/production.ts,263,"return http.get<any, PagedResult<ClientDevice>>('/v2/admin/client-devices', { params })"
cp6.web/src/api/wms/production.ts,272,"return http.post<any, DeviceActivationTicket>('/v2/admin/client-devices', request)"
cp6.web/src/api/wms/production.ts,275,"return http.patch<any, ClientDevice>(`/v2/admin/client-devices/${encodeURIComponent(deviceId)}`, request)"
cp6.web/src/api/wms/production.ts,278,"return http.get<any, PagedResult<BarcodeAlias>>('/v2/wms/barcodes', { params })"
cp6.web/src/api/wms/production.ts,281,"return http.post<any, BarcodeAlias>('/v2/wms/barcodes', request)"
cp6.web/src/api/wms/production.ts,286,"return http.post<any, BarcodeImportResult>(`/v2/wms/barcodes/import?commit=${commit}`, data)"
cp6.web/src/api/wms/production.ts,289,"return http.get<any, BarcodeProfile[]>('/v2/wms/barcode-profiles')"
cp6.web/src/api/wms/production.ts,292,"return http.post<any, BarcodeProfile>('/v2/wms/barcode-profiles', request)"
cp6.web/src/api/wms/production.ts,295,"return http.post('/v2/wms/barcode-profiles/parse', { rawBarcode })"
cp6.web/src/api/wms/production.ts,298,"return http.get<any, PagedResult<StockSerial>>('/v2/wms/serials', { params })"
cp6.web/src/api/wms/production.ts,301,"return http.post('/v2/wms/serials', withOperation(request))"
cp6.web/src/api/wms/production.ts,304,"return http.post('/v2/wms/serials/enable-tracking', withOperation(request))"
cp6.web/src/api/wms/production.ts,307,"return http.get<any, PagedResult<LogisticsUnit>>('/v2/wms/lpns', { params })"
cp6.web/src/api/wms/production.ts,310,"return http.post<any, LogisticsUnit>('/v2/wms/lpns', withOperation(request))"
cp6.web/src/api/wms/production.ts,313,"return http.post<any, LogisticsUnit>("
cp6.web/src/api/wms/production.ts,319,"return http.get<any, PagedResult<LabelJob>>('/v2/wms/label-jobs', { params })"
cp6.web/src/api/wms/production.ts,322,"return http.post<any, LabelJob>('/v2/wms/label-jobs', { operationId: operationId(), ...request })"
cp6.web/src/api/wms/production.ts,325,"return http.get<any, LabelTemplate[]>('/v2/wms/label-jobs/templates')"
cp6.web/src/api/wms/production.ts,328,"return http.post<any, LabelTemplate>('/v2/wms/label-jobs/templates', request)"
cp6.web/src/api/wms/production.ts,331,"return http.get<any, WmsFeatureFlag[]>('/v2/admin/wms-features')"
cp6.web/src/api/wms/production.ts,334,"return http.get<any, WmsFeatureFlagChange[]>('/v2/admin/wms-feature-changes', { params })"
cp6.web/src/api/wms/production.ts,337,"return http.post<any, {"
cp6.web/src/api/wms/production.ts,345,return http.post(`/v2/admin/wms-feature-changes/${encodeURIComponent(changeId)}/cancel`)
cp6.web/src/api/wms/production.ts,348,"return http.get<any, WmsRoleScope[]>(`/v2/admin/wms-role-scopes/${roleId}`)"
cp6.web/src/api/wms/production.ts,351,"return http.put<any, WmsRoleScope[]>("
cp6.web/src/api/wms/qcInspection.ts,9,"return http.get<any, WmsApi<QcInspection[]>>('/wms/qc-inspection', { params: query })"
cp6.web/src/api/wms/qcInspection.ts,12,"return http.get<any, WmsApi<QcInspection>>(`/wms/qc-inspection/${encodeURIComponent(no)}`)"
cp6.web/src/api/wms/qcInspection.ts,15,"return http.post<any, WmsApi<{ inspectionNo: string }>>(`/wms/qc-inspection/from-inbound/${encodeURIComponent(inboundNo)}`)"
cp6.web/src/api/wms/qcInspection.ts,18,"return http.post<any, WmsApi<{ inspectionNo: string }>>('/wms/qc-inspection', dto)"
cp6.web/src/api/wms/qcInspection.ts,21,"return http.put<any, WmsApi<void>>(`/wms/qc-inspection/${encodeURIComponent(no)}/items`, items)"
cp6.web/src/api/wms/qcInspection.ts,24,"return http.post<any, WmsApi<QcJudgeResult>>(`/wms/qc-inspection/${encodeURIComponent(no)}/judge`, req)"
cp6.web/src/api/wms/qcInspection.ts,27,"return http.post<any, WmsApi<void>>(`/wms/qc-inspection/${encodeURIComponent(no)}/cancel`)"
cp6.web/src/api/wms/reportCenter.ts,10,"return http.get<any, WmsApi<MonthlyStockReportRow[]>>('/wms/report-center/monthly-stock', { params: { yearMonth, warehouseCd } })"
cp6.web/src/api/wms/reportCenter.ts,13,"return http.get<any, WmsApi<AbcAnalysisRow[]>>('/wms/report-center/abc-analysis', { params: { analysisDays, warehouseCd } })"
cp6.web/src/api/wms/reportCenter.ts,16,"return http.get<any, WmsApi<DeadStockRow[]>>('/wms/report-center/dead-stock', { params: { idleDays, warehouseCd } })"
cp6.web/src/api/wms/reportCenter.ts,19,"return http.get<any, WmsApi<InboundHistoryRow[]>>('/wms/report-center/inbound-history', { params: { fromDate, toDate, warehouseCd, productCd } })"
cp6.web/src/api/wms/reportCenter.ts,22,"return http.get<any, WmsApi<OutboundHistoryRow[]>>('/wms/report-center/outbound-history', { params: { fromDate, toDate, warehouseCd, productCd } })"
cp6.web/src/api/wms/reportCenter.ts,27,"const blob = await http.get(path, { params, responseType: 'blob' }) as any"
cp6.web/src/api/wms/rma.ts,6,"return http.get<any, WmsApi<RmaHeader[]>>('/wms/rma', { params: query })"
cp6.web/src/api/wms/rma.ts,9,"return http.get<any, WmsApi<RmaHeader>>(`/wms/rma/${encodeURIComponent(no)}`)"
cp6.web/src/api/wms/rma.ts,12,"return http.post<any, WmsApi<{ rmaNo: string }>>('/wms/rma', dto)"
cp6.web/src/api/wms/rma.ts,15,"return http.post<any, WmsApi<void>>(`/wms/rma/${encodeURIComponent(no)}/receive`)"
cp6.web/src/api/wms/rma.ts,18,"return http.post<any, WmsApi<void>>(`/wms/rma/${encodeURIComponent(no)}/start-inspection`)"
cp6.web/src/api/wms/rma.ts,21,"return http.post<any, WmsApi<void>>(`/wms/rma/${encodeURIComponent(no)}/judge`, inputs)"
cp6.web/src/api/wms/rma.ts,24,"return http.post<any, WmsApi<void>>(`/wms/rma/${encodeURIComponent(no)}/close`)"
cp6.web/src/api/wms/rma.ts,27,"return http.post<any, WmsApi<void>>(`/wms/rma/${encodeURIComponent(no)}/cancel`)"
cp6.web/src/api/wms/stock.ts,15,"return http.get<any, WmsApi<WmsPaged<Stock>>>('/wms/stock', { params: query })"
cp6.web/src/api/wms/stock.ts,20,"return http.get<any, WmsApi<{ stock: Stock; transactions: StockTransaction[] }>>("
cp6.web/src/api/wms/stock.ts,28,"return http.post<any, WmsApi<{ txnNo: string }>>('/wms/stock/apply', req)"
cp6.web/src/api/wms/stock.ts,33,"return http.post<any, WmsApi<{ outTxnNo: string; inTxnNo: string }>>('/wms/stock/move', req)"
cp6.web/src/api/wms/stock.ts,46,"return http.get<any, WmsApi<WmsPaged<StockTransaction>>>('/wms/stock/transactions', {"
cp6.web/src/api/wms/stock.ts,54,"return http.post<any, WmsApi<{ stockId: string; qcStatus: string }>>("
cp6.web/src/api/wms/stock.ts,62,"return http.post<any, WmsApi<{ workOrderNo: string; affected: number }>>("
cp6.web/src/api/wms/stockDwell.ts,7,"return http.post<any, WmsApi<StockDwellSummary>>('/wms/stock-dwell/summary', query)"
cp6.web/src/api/wms/stockTake.ts,8,"return http.get<any, WmsApi<StockTake[]>>('/wms/stock-take', { params: q })"
cp6.web/src/api/wms/stockTake.ts,11,"return http.get<any, WmsApi<StockTake>>(`/wms/stock-take/${encodeURIComponent(no)}`)"
cp6.web/src/api/wms/stockTake.ts,14,"return http.post<any, WmsApi<{ stockTakeNo: string }>>('/wms/stock-take/plan', req)"
cp6.web/src/api/wms/stockTake.ts,17,"return http.post<any, WmsApi<void>>(`/wms/stock-take/${encodeURIComponent(no)}/start-count`)"
cp6.web/src/api/wms/stockTake.ts,20,"return http.put<any, WmsApi<void>>(`/wms/stock-take/${encodeURIComponent(no)}/counts`, inputs)"
cp6.web/src/api/wms/stockTake.ts,23,"return http.post<any, WmsApi<void>>(`/wms/stock-take/${encodeURIComponent(no)}/submit`)"
cp6.web/src/api/wms/stockTake.ts,26,"return http.post<any, WmsApi<void>>(`/wms/stock-take/${encodeURIComponent(no)}/approve`)"
cp6.web/src/api/wms/stockTake.ts,29,"return http.post<any, WmsApi<void>>(`/wms/stock-take/${encodeURIComponent(no)}/cancel`)"
cp6.web/src/api/wms/warehouse.ts,7,"return http.get<any, WmsApi<Warehouse[]>>('/wms/warehouse', { params })"
cp6.web/src/api/wms/warehouse.ts,11,"return http.get<any, WmsApi<Warehouse>>(`/wms/warehouse/${encodeURIComponent(cd)}`)"
cp6.web/src/api/wms/warehouse.ts,15,"return http.post<any, WmsApi<{ warehouseCd: string }>>('/wms/warehouse', dto)"
cp6.web/src/api/wms/warehouse.ts,19,"return http.put<any, WmsApi<void>>(`/wms/warehouse/${encodeURIComponent(cd)}`, dto)"
cp6.web/src/api/wms/warehouse.ts,23,"return http.delete<any, WmsApi<void>>(`/wms/warehouse/${encodeURIComponent(cd)}`)"
cp6.web/src/api/wms/warehouse.ts,28,"return http.get<any, WmsApi<WmsLocation[]>>(`/wms/warehouse/${encodeURIComponent(warehouseCd)}/tree`)"
cp6.web/src/api/wms/warehouse.ts,31,"return http.post<any, WmsApi<{ locationCd: string }>>('/wms/warehouse/location', dto)"
cp6.web/src/api/wms/warehouse.ts,34,"return http.put<any, WmsApi<void>>(`/wms/warehouse/location/${encodeURIComponent(cd)}`, dto)"
cp6.web/src/api/wms/warehouse.ts,37,"return http.delete<any, WmsApi<void>>(`/wms/warehouse/location/${encodeURIComponent(cd)}`)"
cp6.web/src/api/wms/wmsDashboard.ts,6,"return http.get<any, WmsApi<WmsKpi>>('/wms/dashboard/kpi')"
cp6.web/src/api/wms/wmsDashboard.ts,9,"return http.get<any, WmsApi<WmsTrendPoint[]>>('/wms/dashboard/trend', { params: { days } })"
cp6.web/src/api/wms/wmsDashboard.ts,12,"return http.get<any, WmsApi<WmsWarehouseValue[]>>('/wms/dashboard/warehouse-value')"
cp6.web/src/api/wms/wmsDashboard.ts,15,"return http.get<any, WmsApi<WmsAlerts>>('/wms/dashboard/alerts')"
